US,145.93,24.850632
IT,20.145833,3.959247
FR,34.603704,5.125013
AT,47.803448,5.099404
IE,44.626667,2.696989
NL,39.4,6.305337
Europe,42.294737,3.714158
North-America,123.076923,10.126887
South-America,213.866667,28.314409
Asia,166.354545,53.254526
Oceania,303.115385,15.913081
Africa,189.617647,26.723063
