src_ip,dst_ip,src_port,dst_port,protocol,start_time,end_time,duration_seconds,packet_count,byte_count,termination_reason
192.168.1.6,192.168.1.13,51470,235,TCP,1789895347.368756,1789895347.368756,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51471,119,TCP,1789895347.369009,1789895347.369009,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51472,192,TCP,1789895347.369198,1789895347.369198,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51473,242,TCP,1789895347.369384,1789895347.369384,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51474,255,TCP,1789895347.369574,1789895347.369574,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,235,51470,TCP,1789895347.379784,1789895347.379784,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,119,51471,TCP,1789895347.379788,1789895347.379788,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,192,51472,TCP,1789895347.37979,1789895347.37979,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,242,51473,TCP,1789895347.379792,1789895347.379792,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,255,51474,TCP,1789895347.379794,1789895347.379794,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51475,331,TCP,1789895347.471117,1789895347.471117,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51476,316,TCP,1789895347.47143,1789895347.47143,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51477,158,TCP,1789895347.47171,1789895347.47171,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51478,245,TCP,1789895347.471979,1789895347.471979,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51479,257,TCP,1789895347.472246,1789895347.472246,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,331,51475,TCP,1789895347.481786,1789895347.481786,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,316,51476,TCP,1789895347.481788,1789895347.481788,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,158,51477,TCP,1789895347.481789,1789895347.481789,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,245,51478,TCP,1789895347.48179,1789895347.48179,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,257,51479,TCP,1789895347.481791,1789895347.481791,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51480,257,TCP,1789895347.576277,1789895347.576277,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51481,245,TCP,1789895347.576533,1789895347.576533,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51482,158,TCP,1789895347.576719,1789895347.576719,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51483,316,TCP,1789895347.576903,1789895347.576903,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51484,331,TCP,1789895347.577081,1789895347.577081,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,257,51480,TCP,1789895347.587871,1789895347.587871,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,245,51481,TCP,1789895347.587873,1789895347.587873,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,158,51482,TCP,1789895347.587874,1789895347.587874,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,316,51483,TCP,1789895347.587875,1789895347.587875,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,331,51484,TCP,1789895347.587876,1789895347.587876,0.0,1,54,end_of_capture
192.168.1.9,239.255.255.250,48709,15600,UDP,1789895347.63532,1789895347.63532,0.0,1,77,end_of_capture
192.168.1.6,192.168.1.13,51485,278,TCP,1789895347.679442,1789895347.679442,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51486,197,TCP,1789895347.679728,1789895347.679728,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51487,16,TCP,1789895347.679989,1789895347.679989,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51488,485,TCP,1789895347.680223,1789895347.680223,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51489,354,TCP,1789895347.680497,1789895347.680497,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,278,51485,TCP,1789895347.692344,1789895347.692344,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,197,51486,TCP,1789895347.692346,1789895347.692346,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,16,51487,TCP,1789895347.692347,1789895347.692347,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,485,51488,TCP,1789895347.692348,1789895347.692348,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,354,51489,TCP,1789895347.692349,1789895347.692349,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51490,354,TCP,1789895347.784394,1789895347.784394,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51491,485,TCP,1789895347.784693,1789895347.784693,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51492,16,TCP,1789895347.784968,1789895347.784968,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51493,197,TCP,1789895347.785206,1789895347.785206,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51494,278,TCP,1789895347.785431,1789895347.785431,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,354,51490,TCP,1789895347.796151,1789895347.796151,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,485,51491,TCP,1789895347.796155,1789895347.796155,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,16,51492,TCP,1789895347.796156,1789895347.796156,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,197,51493,TCP,1789895347.796157,1789895347.796157,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,278,51494,TCP,1789895347.796158,1789895347.796158,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51495,111,TCP,1789895347.889414,1789895347.90037,0.010955810546875,3,198,end_of_capture
192.168.1.6,192.168.1.13,51496,202,TCP,1789895347.889703,1789895347.889703,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51497,430,TCP,1789895347.889949,1789895347.889949,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51498,184,TCP,1789895347.89018,1789895347.89018,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51499,219,TCP,1789895347.890443,1789895347.890443,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,111,51495,TCP,1789895347.900198,1789895347.900198,0.0,1,74,end_of_capture
192.168.1.13,192.168.1.6,202,51496,TCP,1789895347.900199,1789895347.900199,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,430,51497,TCP,1789895347.900201,1789895347.900201,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,184,51498,TCP,1789895347.900203,1789895347.900203,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,219,51499,TCP,1789895347.900204,1789895347.900204,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51500,450,TCP,1789895347.900828,1789895347.900828,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,450,51500,TCP,1789895347.906983,1789895347.906983,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51501,219,TCP,1789895347.993979,1789895347.993979,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51502,184,TCP,1789895347.994283,1789895347.994283,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51503,430,TCP,1789895347.994506,1789895347.994506,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51504,202,TCP,1789895347.994733,1789895347.994733,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51505,450,TCP,1789895348.004027,1789895348.004027,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,219,51501,TCP,1789895348.004247,1789895348.004247,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,184,51502,TCP,1789895348.004248,1789895348.004248,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,430,51503,TCP,1789895348.00425,1789895348.00425,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,202,51504,TCP,1789895348.004252,1789895348.004252,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,450,51505,TCP,1789895348.009072,1789895348.009072,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51506,62,TCP,1789895348.098788,1789895348.098788,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51507,204,TCP,1789895348.099048,1789895348.099048,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51508,229,TCP,1789895348.099295,1789895348.099295,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51509,132,TCP,1789895348.099548,1789895348.099548,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51510,194,TCP,1789895348.104954,1789895348.104954,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,62,51506,TCP,1789895348.110467,1789895348.110467,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,204,51507,TCP,1789895348.110469,1789895348.110469,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,229,51508,TCP,1789895348.11047,1789895348.11047,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,132,51509,TCP,1789895348.110471,1789895348.110471,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,194,51510,TCP,1789895348.110472,1789895348.110472,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51511,132,TCP,1789895348.20378,1789895348.20378,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51512,229,TCP,1789895348.204053,1789895348.204053,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51513,204,TCP,1789895348.204278,1789895348.204278,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51514,62,TCP,1789895348.204507,1789895348.204507,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51515,194,TCP,1789895348.205312,1789895348.205312,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,132,51511,TCP,1789895348.214524,1789895348.214524,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,229,51512,TCP,1789895348.214527,1789895348.214527,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,204,51513,TCP,1789895348.214528,1789895348.214528,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,62,51514,TCP,1789895348.21453,1789895348.21453,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,194,51515,TCP,1789895348.214531,1789895348.214531,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51516,431,TCP,1789895348.309423,1789895348.309423,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51517,98,TCP,1789895348.309719,1789895348.309719,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51518,193,TCP,1789895348.309953,1789895348.309953,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51519,423,TCP,1789895348.310185,1789895348.310185,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51520,150,TCP,1789895348.310448,1789895348.310448,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,431,51516,TCP,1789895348.320636,1789895348.320636,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,98,51517,TCP,1789895348.320638,1789895348.320638,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,193,51518,TCP,1789895348.320639,1789895348.320639,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,423,51519,TCP,1789895348.32064,1789895348.32064,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,150,51520,TCP,1789895348.320642,1789895348.320642,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51521,150,TCP,1789895348.414356,1789895348.414356,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51522,423,TCP,1789895348.414639,1789895348.414639,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51523,193,TCP,1789895348.414863,1789895348.414863,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51524,98,TCP,1789895348.415092,1789895348.415092,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51525,431,TCP,1789895348.415312,1789895348.415312,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,150,51521,TCP,1789895348.424761,1789895348.424761,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,423,51522,TCP,1789895348.424763,1789895348.424763,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,193,51523,TCP,1789895348.424764,1789895348.424764,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,98,51524,TCP,1789895348.424765,1789895348.424765,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,431,51525,TCP,1789895348.424766,1789895348.424766,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51526,210,TCP,1789895348.516693,1789895348.516693,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51527,384,TCP,1789895348.516968,1789895348.516968,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51528,468,TCP,1789895348.517243,1789895348.517243,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51529,29,TCP,1789895348.517483,1789895348.517483,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51530,418,TCP,1789895348.517716,1789895348.517716,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,210,51526,TCP,1789895348.525672,1789895348.525672,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,384,51527,TCP,1789895348.525673,1789895348.525673,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,468,51528,TCP,1789895348.527719,1789895348.527719,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,29,51529,TCP,1789895348.527721,1789895348.527721,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,418,51530,TCP,1789895348.527722,1789895348.527722,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51531,418,TCP,1789895348.622564,1789895348.622564,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51532,29,TCP,1789895348.622863,1789895348.622863,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51533,468,TCP,1789895348.62312,1789895348.62312,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51534,384,TCP,1789895348.623348,1789895348.623348,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51535,210,TCP,1789895348.623587,1789895348.623587,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,418,51531,TCP,1789895348.634951,1789895348.634951,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,29,51532,TCP,1789895348.634952,1789895348.634952,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,468,51533,TCP,1789895348.634953,1789895348.634953,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,384,51534,TCP,1789895348.634954,1789895348.634954,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,210,51535,TCP,1789895348.634955,1789895348.634955,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51536,315,TCP,1789895348.724824,1789895348.724824,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51537,454,TCP,1789895348.725101,1789895348.725101,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51538,404,TCP,1789895348.725381,1789895348.725381,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51539,284,TCP,1789895348.725647,1789895348.725647,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51540,254,TCP,1789895348.72589,1789895348.72589,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,315,51536,TCP,1789895348.735077,1789895348.735077,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,454,51537,TCP,1789895348.73508,1789895348.73508,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,404,51538,TCP,1789895348.735081,1789895348.735081,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,284,51539,TCP,1789895348.735082,1789895348.735082,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,254,51540,TCP,1789895348.735083,1789895348.735083,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51541,454,TCP,1789895348.826184,1789895348.826184,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51542,315,TCP,1789895348.826455,1789895348.826455,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51543,254,TCP,1789895348.826794,1789895348.826794,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51544,284,TCP,1789895348.826992,1789895348.826992,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51545,404,TCP,1789895348.827179,1789895348.827179,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,454,51541,TCP,1789895348.837232,1789895348.837232,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,315,51542,TCP,1789895348.837234,1789895348.837234,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,254,51543,TCP,1789895348.837235,1789895348.837235,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,284,51544,TCP,1789895348.837235,1789895348.837235,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,404,51545,TCP,1789895348.837236,1789895348.837236,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51546,372,TCP,1789895348.932473,1789895348.932473,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51547,274,TCP,1789895348.932807,1789895348.932807,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51548,305,TCP,1789895348.933095,1789895348.933095,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51549,470,TCP,1789895348.933374,1789895348.933374,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51550,477,TCP,1789895348.933594,1789895348.933594,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,372,51546,TCP,1789895348.945275,1789895348.945275,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,274,51547,TCP,1789895348.945277,1789895348.945277,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,305,51548,TCP,1789895348.945279,1789895348.945279,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,470,51549,TCP,1789895348.94528,1789895348.94528,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,477,51550,TCP,1789895348.945282,1789895348.945282,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51551,305,TCP,1789895349.034104,1789895349.034104,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51552,274,TCP,1789895349.034393,1789895349.034393,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51553,372,TCP,1789895349.034618,1789895349.034618,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51554,477,TCP,1789895349.034966,1789895349.034966,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51555,470,TCP,1789895349.035214,1789895349.035214,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,305,51551,TCP,1789895349.045376,1789895349.045376,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,274,51552,TCP,1789895349.045378,1789895349.045378,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,372,51553,TCP,1789895349.045379,1789895349.045379,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,477,51554,TCP,1789895349.045381,1789895349.045381,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,470,51555,TCP,1789895349.045382,1789895349.045382,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51556,448,TCP,1789895349.13904,1789895349.13904,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51557,499,TCP,1789895349.13931,1789895349.13931,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51558,190,TCP,1789895349.139534,1789895349.139534,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51559,100,TCP,1789895349.139791,1789895349.139791,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51560,340,TCP,1789895349.140025,1789895349.140025,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,448,51556,TCP,1789895349.15147,1789895349.15147,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,499,51557,TCP,1789895349.151471,1789895349.151471,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,190,51558,TCP,1789895349.151473,1789895349.151473,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,100,51559,TCP,1789895349.151475,1789895349.151475,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,340,51560,TCP,1789895349.151476,1789895349.151476,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51561,111,TCP,1789895349.245082,1789895349.257869,0.012787103652954102,3,198,end_of_capture
192.168.1.6,192.168.1.13,51562,340,TCP,1789895349.2454,1789895349.2454,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51563,100,TCP,1789895349.245679,1789895349.245679,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51564,190,TCP,1789895349.245913,1789895349.245913,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51565,499,TCP,1789895349.24615,1789895349.24615,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,111,51561,TCP,1789895349.257607,1789895349.257607,0.0,1,74,end_of_capture
192.168.1.13,192.168.1.6,340,51562,TCP,1789895349.25761,1789895349.25761,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,100,51563,TCP,1789895349.257611,1789895349.257611,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,190,51564,TCP,1789895349.257613,1789895349.257613,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,499,51565,TCP,1789895349.257614,1789895349.257614,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51566,448,TCP,1789895349.258524,1789895349.258524,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,448,51566,TCP,1789895349.264353,1789895349.264353,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51567,444,TCP,1789895349.35042,1789895349.35042,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51568,488,TCP,1789895349.350718,1789895349.350718,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51569,346,TCP,1789895349.350972,1789895349.350972,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51570,248,TCP,1789895349.351216,1789895349.351216,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51571,171,TCP,1789895349.360582,1789895349.360582,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,444,51567,TCP,1789895349.361678,1789895349.361678,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,488,51568,TCP,1789895349.36168,1789895349.36168,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,346,51569,TCP,1789895349.361682,1789895349.361682,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,248,51570,TCP,1789895349.361683,1789895349.361683,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,171,51571,TCP,1789895349.36646,1789895349.36646,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51572,248,TCP,1789895349.455468,1789895349.455468,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51573,346,TCP,1789895349.455741,1789895349.455741,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51574,488,TCP,1789895349.455963,1789895349.455963,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51575,444,TCP,1789895349.456201,1789895349.456201,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51576,171,TCP,1789895349.461692,1789895349.461692,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,248,51572,TCP,1789895349.467795,1789895349.467795,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,346,51573,TCP,1789895349.467797,1789895349.467797,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,488,51574,TCP,1789895349.467798,1789895349.467798,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,444,51575,TCP,1789895349.467799,1789895349.467799,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,171,51576,TCP,1789895349.4678,1789895349.4678,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51577,375,TCP,1789895349.556733,1789895349.556733,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51578,191,TCP,1789895349.556997,1789895349.556997,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51579,90,TCP,1789895349.557331,1789895349.557331,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51580,246,TCP,1789895349.557582,1789895349.557582,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51581,310,TCP,1789895349.563386,1789895349.563386,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,375,51577,TCP,1789895349.567873,1789895349.567873,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,191,51578,TCP,1789895349.567876,1789895349.567876,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,90,51579,TCP,1789895349.567877,1789895349.567877,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,246,51580,TCP,1789895349.567878,1789895349.567878,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,310,51581,TCP,1789895349.567879,1789895349.567879,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51582,246,TCP,1789895349.661612,1789895349.661612,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51583,90,TCP,1789895349.661864,1789895349.661864,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51584,191,TCP,1789895349.66201,1789895349.66201,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51585,375,TCP,1789895349.662144,1789895349.662144,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51586,310,TCP,1789895349.663977,1789895349.663977,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,246,51582,TCP,1789895349.674074,1789895349.674074,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,90,51583,TCP,1789895349.674076,1789895349.674076,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,191,51584,TCP,1789895349.674078,1789895349.674078,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,375,51585,TCP,1789895349.674079,1789895349.674079,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,310,51586,TCP,1789895349.674081,1789895349.674081,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51587,46,TCP,1789895349.766314,1789895349.766314,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51588,490,TCP,1789895349.766516,1789895349.766516,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51589,112,TCP,1789895349.766657,1789895349.766657,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51590,216,TCP,1789895349.766791,1789895349.766791,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51591,355,TCP,1789895349.766945,1789895349.766945,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,46,51587,TCP,1789895349.778177,1789895349.778177,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,490,51588,TCP,1789895349.77818,1789895349.77818,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,112,51589,TCP,1789895349.778181,1789895349.778181,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,216,51590,TCP,1789895349.778183,1789895349.778183,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,355,51591,TCP,1789895349.778183,1789895349.778183,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51592,355,TCP,1789895349.87216,1789895349.87216,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51593,216,TCP,1789895349.872485,1789895349.872485,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51594,112,TCP,1789895349.872737,1789895349.872737,0.0,1,78,end_of_capture
