src_ip,dst_ip,src_port,dst_port,protocol,start_time,end_time,duration_seconds,packet_count,byte_count,termination_reason
192.168.1.13,192.168.1.6,328,51110,TCP,1789895339.96496,1789895339.96496,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,27,51111,TCP,1789895339.964961,1789895339.964961,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,489,51112,TCP,1789895339.968925,1789895339.968925,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51113,27,TCP,1789895340.062921,1789895340.062921,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51114,328,TCP,1789895340.063226,1789895340.063226,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51115,478,TCP,1789895340.06348,1789895340.06348,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51116,168,TCP,1789895340.063712,1789895340.063712,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51117,489,TCP,1789895340.064013,1789895340.064013,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,27,51113,TCP,1789895340.07122,1789895340.07122,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,328,51114,TCP,1789895340.071222,1789895340.071222,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,478,51115,TCP,1789895340.072999,1789895340.072999,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,168,51116,TCP,1789895340.073001,1789895340.073001,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,489,51117,TCP,1789895340.073002,1789895340.073002,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51118,116,TCP,1789895340.166735,1789895340.166735,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51119,142,TCP,1789895340.167034,1789895340.167034,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51120,378,TCP,1789895340.167332,1789895340.167332,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51121,56,TCP,1789895340.167599,1789895340.167599,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51122,288,TCP,1789895340.167824,1789895340.167824,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,116,51118,TCP,1789895340.176334,1789895340.176334,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,142,51119,TCP,1789895340.176335,1789895340.176335,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,378,51120,TCP,1789895340.176337,1789895340.176337,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,56,51121,TCP,1789895340.176338,1789895340.176338,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,288,51122,TCP,1789895340.176339,1789895340.176339,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51123,288,TCP,1789895340.27174,1789895340.27174,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51124,56,TCP,1789895340.272055,1789895340.272055,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51125,378,TCP,1789895340.272314,1789895340.272314,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51126,142,TCP,1789895340.272512,1789895340.272512,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51127,116,TCP,1789895340.27269,1789895340.27269,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,288,51123,TCP,1789895340.282726,1789895340.282726,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,56,51124,TCP,1789895340.282728,1789895340.282728,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,378,51125,TCP,1789895340.28273,1789895340.28273,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,142,51126,TCP,1789895340.282732,1789895340.282732,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,116,51127,TCP,1789895340.282734,1789895340.282734,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51128,437,TCP,1789895340.377826,1789895340.377826,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51129,312,TCP,1789895340.378117,1789895340.378117,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51130,85,TCP,1789895340.378377,1789895340.378377,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51131,298,TCP,1789895340.37864,1789895340.37864,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51132,205,TCP,1789895340.378907,1789895340.378907,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,437,51128,TCP,1789895340.391251,1789895340.391251,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,312,51129,TCP,1789895340.391252,1789895340.391252,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,85,51130,TCP,1789895340.391253,1789895340.391253,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,298,51131,TCP,1789895340.391255,1789895340.391255,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,205,51132,TCP,1789895340.391255,1789895340.391255,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51133,205,TCP,1789895340.483023,1789895340.483023,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51134,298,TCP,1789895340.483308,1789895340.483308,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51135,85,TCP,1789895340.483558,1789895340.483558,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51136,312,TCP,1789895340.483814,1789895340.483814,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51137,437,TCP,1789895340.484061,1789895340.484061,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,205,51133,TCP,1789895340.495338,1789895340.495338,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,298,51134,TCP,1789895340.49534,1789895340.49534,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,85,51135,TCP,1789895340.495342,1789895340.495342,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,312,51136,TCP,1789895340.495344,1789895340.495344,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,437,51137,TCP,1789895340.495346,1789895340.495346,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51138,306,TCP,1789895340.58915,1789895340.58915,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51139,484,TCP,1789895340.589452,1789895340.589452,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51140,20,TCP,1789895340.589716,1789895340.589716,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51141,131,TCP,1789895340.590004,1789895340.590004,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51142,283,TCP,1789895340.59023,1789895340.59023,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,306,51138,TCP,1789895340.600741,1789895340.600741,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,484,51139,TCP,1789895340.600743,1789895340.600743,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,20,51140,TCP,1789895340.600744,1789895340.600744,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,131,51141,TCP,1789895340.600746,1789895340.600746,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,283,51142,TCP,1789895340.600747,1789895340.600747,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51143,283,TCP,1789895340.691252,1789895340.691252,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51144,131,TCP,1789895340.691395,1789895340.691395,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51145,20,TCP,1789895340.691511,1789895340.691511,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51146,484,TCP,1789895340.691622,1789895340.691622,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51147,306,TCP,1789895340.69173,1789895340.69173,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,283,51143,TCP,1789895340.702913,1789895340.702913,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,131,51144,TCP,1789895340.702916,1789895340.702916,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,20,51145,TCP,1789895340.702917,1789895340.702917,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,484,51146,TCP,1789895340.702918,1789895340.702918,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,306,51147,TCP,1789895340.702919,1789895340.702919,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51148,406,TCP,1789895340.796688,1789895340.796688,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51149,148,TCP,1789895340.796979,1789895340.796979,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51150,126,TCP,1789895340.797235,1789895340.797235,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51151,294,TCP,1789895340.797474,1789895340.797474,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51152,125,TCP,1789895340.797734,1789895340.797734,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,406,51148,TCP,1789895340.806944,1789895340.806944,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,148,51149,TCP,1789895340.806946,1789895340.806946,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,126,51150,TCP,1789895340.806948,1789895340.806948,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,294,51151,TCP,1789895340.806949,1789895340.806949,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,125,51152,TCP,1789895340.806951,1789895340.806951,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51153,294,TCP,1789895340.898183,1789895340.898183,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51154,126,TCP,1789895340.898327,1789895340.898327,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51155,148,TCP,1789895340.898442,1789895340.898442,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51156,406,TCP,1789895340.898553,1789895340.898553,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51157,125,TCP,1789895340.898723,1789895340.898723,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,294,51153,TCP,1789895340.909414,1789895340.909414,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,126,51154,TCP,1789895340.909416,1789895340.909416,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,148,51155,TCP,1789895340.909416,1789895340.909416,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,406,51156,TCP,1789895340.909417,1789895340.909417,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,125,51157,TCP,1789895340.909417,1789895340.909417,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.1,60253,53,UDP,1789895340.982796,1789895340.982796,0.0,1,74,end_of_capture
192.168.1.6,192.168.1.13,51158,40,TCP,1789895340.998873,1789895340.998873,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51159,449,TCP,1789895340.999403,1789895340.999403,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51160,336,TCP,1789895340.999674,1789895340.999674,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51161,136,TCP,1789895340.999918,1789895340.999918,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51162,109,TCP,1789895341.000137,1789895341.000137,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,40,51158,TCP,1789895341.011151,1789895341.011151,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,449,51159,TCP,1789895341.011153,1789895341.011153,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,336,51160,TCP,1789895341.011154,1789895341.011154,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,136,51161,TCP,1789895341.011155,1789895341.011155,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,109,51162,TCP,1789895341.011156,1789895341.011156,0.0,1,54,end_of_capture
192.168.1.1,192.168.1.6,53,60253,UDP,1789895341.060148,1789895341.060148,0.0,1,249,end_of_capture
192.168.1.6,100.29.165.203,51163,443,TCP,1789895341.066465,1789895341.535795,0.4693300724029541,14,3832,end_of_capture
192.168.1.6,100.29.165.203,51164,443,TCP,1789895341.066721,1789895341.532051,0.4653301239013672,14,3333,end_of_capture
192.168.1.6,192.168.1.13,51165,111,TCP,1789895341.104157,1789895341.115503,0.011346101760864258,3,198,end_of_capture
192.168.1.6,192.168.1.13,51166,109,TCP,1789895341.104459,1789895341.104459,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51167,136,TCP,1789895341.104738,1789895341.104738,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51168,336,TCP,1789895341.104974,1789895341.104974,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51169,449,TCP,1789895341.105223,1789895341.105223,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,111,51165,TCP,1789895341.115282,1789895341.115282,0.0,1,74,end_of_capture
192.168.1.13,192.168.1.6,109,51166,TCP,1789895341.115284,1789895341.115284,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,136,51167,TCP,1789895341.115286,1789895341.115286,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,336,51168,TCP,1789895341.115287,1789895341.115287,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,449,51169,TCP,1789895341.115288,1789895341.115288,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51170,40,TCP,1789895341.115862,1789895341.115862,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,40,51170,TCP,1789895341.122031,1789895341.122031,0.0,1,54,end_of_capture
100.29.165.203,192.168.1.6,443,51163,TCP,1789895341.200115,1789895341.672671,0.47255611419677734,13,5836,end_of_capture
192.168.1.6,192.168.1.13,51171,269,TCP,1789895341.207192,1789895341.207192,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51172,334,TCP,1789895341.207358,1789895341.207358,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51173,309,TCP,1789895341.207523,1789895341.207523,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51174,77,TCP,1789895341.207676,1789895341.207676,0.0,1,78,end_of_capture
100.29.165.203,192.168.1.6,443,51164,TCP,1789895341.208114,1789895341.666671,0.45855712890625,13,5836,end_of_capture
192.168.1.13,192.168.1.6,269,51171,TCP,1789895341.21792,1789895341.21792,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,334,51172,TCP,1789895341.217922,1789895341.217922,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,309,51173,TCP,1789895341.217923,1789895341.217923,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,77,51174,TCP,1789895341.217925,1789895341.217925,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51175,407,TCP,1789895341.218254,1789895341.218254,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,407,51175,TCP,1789895341.224134,1789895341.224134,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51176,77,TCP,1789895341.312284,1789895341.312284,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51177,309,TCP,1789895341.312612,1789895341.312612,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51178,334,TCP,1789895341.312807,1789895341.312807,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51179,269,TCP,1789895341.31301,1789895341.31301,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51180,407,TCP,1789895341.319951,1789895341.319951,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,77,51176,TCP,1789895341.323463,1789895341.323463,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,309,51177,TCP,1789895341.323464,1789895341.323464,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,334,51178,TCP,1789895341.323465,1789895341.323465,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,269,51179,TCP,1789895341.323466,1789895341.323466,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,407,51180,TCP,1789895341.326271,1789895341.326271,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51181,317,TCP,1789895341.418035,1789895341.418035,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51182,376,TCP,1789895341.418332,1789895341.418332,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51183,420,TCP,1789895341.418585,1789895341.418585,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51184,421,TCP,1789895341.418853,1789895341.418853,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51185,386,TCP,1789895341.420523,1789895341.420523,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,317,51181,TCP,1789895341.429626,1789895341.429626,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,376,51182,TCP,1789895341.429628,1789895341.429628,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,420,51183,TCP,1789895341.429629,1789895341.429629,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,421,51184,TCP,1789895341.42963,1789895341.42963,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,386,51185,TCP,1789895341.429632,1789895341.429632,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51186,376,TCP,1789895341.519328,1789895341.519328,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51187,317,TCP,1789895341.519599,1789895341.519599,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51188,421,TCP,1789895341.520073,1789895341.520073,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51189,420,TCP,1789895341.520326,1789895341.520326,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51190,386,TCP,1789895341.520852,1789895341.520852,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,376,51186,TCP,1789895341.527193,1789895341.527193,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,317,51187,TCP,1789895341.529681,1789895341.529681,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,421,51188,TCP,1789895341.529684,1789895341.529684,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,420,51189,TCP,1789895341.529685,1789895341.529685,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,386,51190,TCP,1789895341.529687,1789895341.529687,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51191,64,TCP,1789895341.625021,1789895341.625021,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51192,498,TCP,1789895341.625404,1789895341.625404,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51193,92,TCP,1789895341.62567,1789895341.62567,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51194,207,TCP,1789895341.625916,1789895341.625916,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51195,262,TCP,1789895341.626135,1789895341.626135,0.0,1,78,end_of_capture
192.168.1.9,239.255.255.250,34520,15600,UDP,1789895341.633053,1789895341.633053,0.0,1,77,end_of_capture
192.168.1.13,192.168.1.6,64,51191,TCP,1789895341.635773,1789895341.635773,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,498,51192,TCP,1789895341.635775,1789895341.635775,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,92,51193,TCP,1789895341.635776,1789895341.635776,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,207,51194,TCP,1789895341.635778,1789895341.635778,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,262,51195,TCP,1789895341.635779,1789895341.635779,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51196,262,TCP,1789895341.727449,1789895341.727449,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51197,207,TCP,1789895341.727764,1789895341.727764,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51198,92,TCP,1789895341.728029,1789895341.728029,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51199,498,TCP,1789895341.728279,1789895341.728279,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51200,64,TCP,1789895341.728535,1789895341.728535,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,262,51196,TCP,1789895341.739952,1789895341.739952,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,207,51197,TCP,1789895341.739953,1789895341.739953,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,92,51198,TCP,1789895341.739955,1789895341.739955,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,498,51199,TCP,1789895341.739956,1789895341.739956,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,64,51200,TCP,1789895341.739957,1789895341.739957,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51201,169,TCP,1789895341.832674,1789895341.832674,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51202,203,TCP,1789895341.832983,1789895341.832983,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51203,395,TCP,1789895341.83324,1789895341.83324,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51204,453,TCP,1789895341.833501,1789895341.833501,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51205,231,TCP,1789895341.833768,1789895341.833768,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,169,51201,TCP,1789895341.844057,1789895341.844057,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,203,51202,TCP,1789895341.844059,1789895341.844059,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,395,51203,TCP,1789895341.84406,1789895341.84406,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,453,51204,TCP,1789895341.844062,1789895341.844062,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,231,51205,TCP,1789895341.844063,1789895341.844063,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51206,231,TCP,1789895341.934902,1789895341.934902,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51207,453,TCP,1789895341.935212,1789895341.935212,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51208,395,TCP,1789895341.935604,1789895341.935604,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51209,203,TCP,1789895341.935907,1789895341.935907,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51210,169,TCP,1789895341.936441,1789895341.936441,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,231,51206,TCP,1789895341.946555,1789895341.946555,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,453,51207,TCP,1789895341.946557,1789895341.946557,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,395,51208,TCP,1789895341.946559,1789895341.946559,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,203,51209,TCP,1789895341.94656,1789895341.94656,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,169,51210,TCP,1789895341.946562,1789895341.946562,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51211,137,TCP,1789895342.040051,1789895342.040051,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51212,81,TCP,1789895342.040345,1789895342.040345,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51213,393,TCP,1789895342.040601,1789895342.040601,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51214,349,TCP,1789895342.040844,1789895342.040844,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51215,396,TCP,1789895342.041098,1789895342.041098,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,137,51211,TCP,1789895342.052493,1789895342.052493,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,81,51212,TCP,1789895342.052496,1789895342.052496,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,393,51213,TCP,1789895342.052497,1789895342.052497,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,349,51214,TCP,1789895342.052498,1789895342.052498,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,396,51215,TCP,1789895342.052499,1789895342.052499,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51216,396,TCP,1789895342.143467,1789895342.143467,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51217,349,TCP,1789895342.143753,1789895342.143753,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51218,393,TCP,1789895342.144011,1789895342.144011,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51219,81,TCP,1789895342.144258,1789895342.144258,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51220,137,TCP,1789895342.144507,1789895342.144507,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,396,51216,TCP,1789895342.154699,1789895342.154699,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,349,51217,TCP,1789895342.154701,1789895342.154701,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,393,51218,TCP,1789895342.154703,1789895342.154703,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,81,51219,TCP,1789895342.154704,1789895342.154704,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,137,51220,TCP,1789895342.154706,1789895342.154706,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51221,325,TCP,1789895342.248575,1789895342.248575,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51222,49,TCP,1789895342.248878,1789895342.248878,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51223,39,TCP,1789895342.249159,1789895342.249159,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51224,277,TCP,1789895342.249406,1789895342.249406,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51225,63,TCP,1789895342.249684,1789895342.249684,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,325,51221,TCP,1789895342.260825,1789895342.260825,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,49,51222,TCP,1789895342.260827,1789895342.260827,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,39,51223,TCP,1789895342.260829,1789895342.260829,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,277,51224,TCP,1789895342.26083,1789895342.26083,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,63,51225,TCP,1789895342.260832,1789895342.260832,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51226,63,TCP,1789895342.35363,1789895342.35363,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51227,277,TCP,1789895342.353921,1789895342.353921,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51228,39,TCP,1789895342.354172,1789895342.354172,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51229,49,TCP,1789895342.354422,1789895342.354422,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51230,325,TCP,1789895342.354684,1789895342.354684,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,63,51226,TCP,1789895342.36481,1789895342.36481,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,277,51227,TCP,1789895342.364811,1789895342.364811,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,39,51228,TCP,1789895342.364813,1789895342.364813,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,49,51229,TCP,1789895342.364815,1789895342.364815,0.0,1,54,end_of_capture
192.168.1.13,192.168.1.6,325,51230,TCP,1789895342.364816,1789895342.364816,0.0,1,54,end_of_capture
192.168.1.6,192.168.1.13,51231,111,TCP,1789895342.457439,1789895342.469552,0.012113094329833984,3,198,end_of_capture
192.168.1.6,192.168.1.13,51232,114,TCP,1789895342.45773,1789895342.45773,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51233,227,TCP,1789895342.458016,1789895342.458016,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51234,308,TCP,1789895342.458323,1789895342.458323,0.0,1,78,end_of_capture
192.168.1.6,192.168.1.13,51235,13,TCP,1789895342.458575,1789895342.458575,0.0,1,78,end_of_capture
192.168.1.13,192.168.1.6,111,51231,TCP,1789895342.469258,1789895342.469258,0.0,1,74,end_of_capture
